order_id,customer_id,product_name,category,quantity,unit_price,discount,city,payment_method,order_date
ORD100090,CUST00418,Monitor,Mobile,12,3352.65,0.16,Pune,NetBanking,2025-02-04
ORD100091,CUST02336,Tablet,Electronics,9,6840.03,0.12,Mumbai,COD,2024-06-12
ORD100092,CUST00378,Tablet,Computers,6,1279.65,0.08,Hyderabad,Card,2024-06-28
ORD100093,CUST01796,,Mobile,12,-598.54,0.31,Pune,COD,2024-09-26
ORD100094,CUST02278,Tablet,Accessories,-2,2909.79,0.03,Mumbai,,2024-09-29
ORD100095,CUST02088,,Accessories,9,3098.99,0.35,Mumbai,UPI,2024-01-28
ORD100096,CUST02182,Headphones,Accessories,3,4864.32,0.45,Mumbai,Card,2024-04-26
ORD100097,CUST00200,Monitor,Mobile,-2,5356.69,0.17,Mumbai,,2025-01-24
ORD100098,CUST01863,Phone,Accessories,10,161.33,0.21,Nashik,UPI,2025-01-27
ORD100099,CUST00779,,Mobile,3,2241.66,0.3,Hyderabad,NetBanking,2024-05-18
ORD100100,CUST00502,Mouse,Accessories,14,2708.53,0.33,Delhi,UPI,2024-11-23
ORD100101,CUST02454,Keyboard,,10,769.56,0.27,Nashik,UPI,2024-02-16
ORD100102,CUST01751,Monitor,,6,2290.18,0.35,Pune,COD,2025-03-11
ORD100103,CUST00804,Mouse,Electronics,5,4136.29,0.4,Nashik,,2024-09-02
ORD100104,CUST02146,,Accessories,12,4243.57,0.5,Nashik,NetBanking,2024-10-05
ORD100105,CUST01895,Monitor,Electronics,-1,3061.75,0.2,Pune,UPI,2025-03-29
ORD100106,CUST01570,,Mobile,-1,5044.03,0.29,Delhi,,2025-04-13
ORD100107,CUST00960,Headphones,Electronics,8,3022.74,0.19,Nashik,UPI,2024-07-27
ORD100108,CUST01485,Mouse,Accessories,-2,4418.74,0.12,Mumbai,COD,2025-02-26
ORD100109,CUST01028,Headphones,Mobile,4,1242.43,0.5,Nashik,Card,2025-04-03
ORD100110,CUST00502,Laptop,Mobile,14,1341.6,0.01,,Card,2025-05-01
ORD100111,CUST00397,Mouse,,13,5615.72,0.03,Pune,Card,2024-01-05
ORD100112,CUST00870,Monitor,Mobile,4,1768.24,0.29,,,2024-04-04
ORD100113,CUST00392,Laptop,Mobile,4,4020.46,0.35,Delhi,UPI,2024-03-20
ORD100114,CUST00206,Headphones,Electronics,-1,1709.53,0.36,,,2024-03-16
ORD100115,CUST01038,Headphones,,2,,0.35,Nashik,,2024-06-06
ORD100116,CUST01881,Monitor,Mobile,11,2296.32,0.39,Nashik,NetBanking,2025-02-12
ORD100117,CUST01484,Laptop,Computers,5,3574.2,0.37,,UPI,2024-07-22
ORD100118,CUST00863,Tablet,,9,3566.25,0.27,Pune,Card,2024-03-07
ORD100119,CUST00563,Phone,,4,1507.7,0.24,Bengaluru,Card,2024-12-02
ORD100120,CUST01020,Keyboard,,3,3624.84,0.36,Bengaluru,NetBanking,2024-06-29
ORD100121,CUST00095,Monitor,Mobile,10,786.26,0.37,Hyderabad,UPI,2024-11-19
ORD100122,CUST01923,Headphones,Electronics,9,5088.66,0.17,,Card,2024-03-10
ORD100123,CUST01757,Mouse,,14,3038.86,0.0,Nashik,NetBanking,2024-02-19
ORD100124,CUST02278,Laptop,,13,-2041.7,0.16,Hyderabad,COD,2024-04-21
ORD100125,CUST01678,,,-2,537.26,0.27,Mumbai,Card,2024-09-27
ORD100126,CUST00540,Phone,Computers,4,3526.59,0.26,Nashik,COD,2025-02-19
ORD100127,CUST01059,Keyboard,Mobile,0,3940.95,0.19,Hyderabad,UPI,2024-07-31
ORD100128,CUST01183,Mouse,,3,1913.92,0.47,,,2024-07-02
ORD100129,CUST01722,Laptop,,0,2735.54,0.24,Bengaluru,,2025-03-15
ORD100130,CUST01819,Phone,,0,3588.46,0.07,Nashik,UPI,2025-01-14
ORD100131,CUST01597,Monitor,,5,4466.7,0.1,Mumbai,,2024-07-12
ORD100132,CUST00795,,,11,3861.78,0.05,Delhi,NetBanking,2024-08-25
ORD100133,CUST01051,Phone,Electronics,6,1659.42,0.13,Nashik,,2024-04-21
ORD100134,CUST01643,Monitor,Accessories,2,4546.43,0.15,Pune,NetBanking,2024-07-13
ORD100135,CUST01363,,Computers,12,-759.99,0.17,Mumbai,Card,2025-02-12
ORD100136,CUST01981,,Electronics,14,2080.28,0.42,Nashik,UPI,2024-06-03
ORD100137,CUST01354,Tablet,Computers,7,3430.07,0.38,Bengaluru,NetBanking,2025-04-19
ORD100138,CUST01663,Laptop,,5,690.91,0.25,Hyderabad,UPI,2024-03-27
ORD100139,CUST01529,,Computers,3,2582.45,0.22,Nashik,UPI,2024-09-21
ORD100140,CUST02038,Phone,Mobile,14,3329.96,0.19,Hyderabad,NetBanking,2025-03-20
ORD100141,CUST01496,,Mobile,1,1336.33,0.01,Bengaluru,NetBanking,2024-02-05
ORD100142,CUST02237,Keyboard,Accessories,12,2785.67,0.46,,,2024-09-23
ORD100143,CUST01408,Phone,Accessories,7,665.69,0.15,Pune,Card,2024-10-21
ORD100144,CUST01400,Laptop,Computers,10,4008.44,0.42,Delhi,Card,2025-01-25
ORD100145,CUST01306,Mouse,Electronics,-2,3300.01,0.37,Bengaluru,COD,2024-09-25
ORD100146,CUST00972,Mouse,Electronics,6,3608.11,0.06,Nashik,,2025-03-30
ORD100147,CUST01768,Phone,,2,2395.94,0.16,Pune,,2025-05-04
ORD100148,CUST01282,Phone,Electronics,8,1.06,0.24,Mumbai,UPI,2024-10-29
ORD100149,CUST00709,Monitor,Accessories,1,2300.91,0.13,Nashik,UPI,2025-05-05
ORD100150,CUST01479,Laptop,Electronics,13,5089.22,0.2,Hyderabad,NetBanking,2024-03-17
ORD100151,CUST01434,Monitor,,5,4024.56,0.14,,COD,2024-04-26
ORD100152,CUST00648,Keyboard,Mobile,-1,5117.96,0.32,,UPI,2024-01-06
ORD100153,CUST00317,Tablet,Electronics,14,2582.98,0.18,Hyderabad,,2025-01-22
ORD100154,CUST01257,Mouse,Electronics,7,1462.14,0.17,,COD,2024-10-25
ORD100155,CUST00683,,Accessories,10,3379.93,0.14,Hyderabad,,2024-01-25
ORD100156,CUST00663,,Computers,12,2211.84,0.4,,,2024-07-30
ORD100157,CUST01998,Headphones,Mobile,6,1663.07,0.32,Mumbai,,2024-11-24
ORD100158,CUST01631,Headphones,Computers,5,-102.14,0.36,Hyderabad,Card,2024-01-25
ORD100159,CUST01495,Laptop,,3,3001.39,0.2,Hyderabad,,2024-08-16
ORD100160,CUST01136,,,1,3905.54,0.42,Bengaluru,Card,2024-03-13
ORD100161,CUST01853,Laptop,Computers,0,752.78,0.21,Hyderabad,UPI,2024-10-23
ORD100162,CUST01520,Headphones,Accessories,1,4733.82,0.09,,,2024-04-17
ORD100163,CUST02489,Laptop,,10,2874.49,0.26,Pune,,2024-12-04
ORD100164,CUST00563,Mouse,Accessories,8,2665.51,0.22,,NetBanking,2025-01-30
ORD100165,CUST01291,Keyboard,,5,670.91,0.05,Delhi,,2024-06-11
ORD100166,CUST01636,Keyboard,,11,3291.25,0.33,Nashik,NetBanking,2024-11-19
ORD100167,CUST00698,,Accessories,11,770.92,0.41,Pune,,2024-02-25
ORD100168,CUST02160,Monitor,,13,1067.6,0.18,Pune,Card,2025-04-11
ORD100169,CUST00001,Mouse,,11,-8.61,0.38,Delhi,Card,2024-11-01
ORD100170,CUST00641,Tablet,,-2,6550.6,0.29,Hyderabad,COD,2024-02-13
ORD100171,CUST02267,Laptop,Mobile,-1,2427.71,0.14,Bengaluru,,2024-12-31
ORD100172,CUST01589,Laptop,,-2,1585.48,0.17,Hyderabad,,2024-01-06
ORD100173,CUST00854,,,8,2437.23,0.47,Hyderabad,,2025-02-18
ORD100174,CUST01759,Tablet,,3,1746.95,0.11,Delhi,,2025-01-01
ORD100175,CUST02432,Monitor,,12,2231.24,0.08,Delhi,COD,2025-05-13
ORD100176,CUST01661,Monitor,Mobile,9,3057.77,0.04,,UPI,2024-12-17
ORD100177,CUST01153,Laptop,,2,1890.57,0.44,Delhi,Card,2024-07-19
ORD100178,CUST01076,Laptop,Computers,9,2686.01,0.34,Hyderabad,Card,2024-09-06
ORD100179,CUST01707,Tablet,Electronics,11,5999.43,0.06,Mumbai,NetBanking,2024-04-30
ORD100180,CUST01695,,Mobile,11,-250.11,0.38,,,2024-02-17
ORD100181,CUST01733,Mouse,Electronics,2,792.44,0.31,,,2024-12-11
ORD100182,CUST01439,Tablet,Computers,0,3240.3,0.49,Hyderabad,Card,2024-01-06
ORD100183,CUST02294,Monitor,Accessories,3,4552.65,0.26,Nashik,NetBanking,2024-02-06
ORD100184,CUST00835,Tablet,Accessories,6,6988.35,0.26,Delhi,COD,2025-05-05
ORD100185,CUST00202,Tablet,,4,3121.77,0.12,Nashik,NetBanking,2024-08-13
ORD100186,CUST00122,Tablet,Accessories,-1,671.44,0.1,Hyderabad,,2024-08-19
ORD100187,CUST00400,Mouse,Mobile,7,4758.01,0.37,Hyderabad,,2025-01-05
ORD100188,CUST00766,Phone,Accessories,9,2686.9,0.19,Delhi,NetBanking,2024-05-28
ORD100189,CUST00293,Laptop,Mobile,-1,2628.93,0.36,Bengaluru,,2024-08-21
ORD100190,CUST02327,Headphones,Mobile,10,-414.4,0.39,Bengaluru,COD,2024-12-12
ORD100191,CUST00197,,Electronics,5,4252.8,0.45,Delhi,COD,2024-05-05
ORD100192,CUST01930,Tablet,Accessories,4,1118.17,0.21,Pune,COD,2024-02-21
ORD100193,CUST02191,,,0,3350.35,0.05,Nashik,,2025-04-11
ORD100194,CUST00608,Headphones,Accessories,5,2600.9,0.01,Bengaluru,NetBanking,2024-03-31
ORD100195,CUST01147,Phone,Accessories,-2,2799.25,0.15,Mumbai,,2024-03-07
ORD100196,CUST00186,Laptop,Accessories,12,2577.82,0.47,Pune,Card,2024-08-04
ORD100197,CUST01794,Monitor,,-2,1368.91,0.37,,,2024-02-03
ORD100198,CUST00659,Headphones,,9,1238.47,0.28,Bengaluru,NetBanking,2024-06-27
ORD100199,CUST01955,,,8,3921.6,0.12,Pune,COD,2024-05-28
ORD100200,CUST02450,,Mobile,13,,0.36,Hyderabad,UPI,2024-05-07
ORD100201,CUST01369,,,1,1517.72,0.37,Nashik,Card,2025-04-03
ORD100202,CUST01986,Monitor,Mobile,-1,1731.43,0.12,Hyderabad,,2025-02-14
ORD100203,CUST01534,Headphones,Electronics,0,3531.99,0.35,Hyderabad,,2025-02-15
ORD100204,CUST00146,,Mobile,1,1482.86,0.06,Pune,,2024-01-04
ORD100205,CUST01734,Monitor,Accessories,9,4893.82,0.05,Mumbai,UPI,2024-12-29
ORD100206,CUST01843,Tablet,Computers,-2,2266.59,0.03,,,2024-06-17
ORD100207,CUST00488,,Computers,0,1975.68,0.41,Pune,COD,2024-11-04
ORD100208,CUST01959,Headphones,,1,3426.8,0.14,Hyderabad,UPI,2024-10-30
ORD100209,CUST01663,Monitor,Accessories,3,2073.78,0.3,,COD,2025-04-18
ORD100210,CUST02385,Phone,Mobile,14,3072.58,0.07,Bengaluru,,2024-12-06
ORD100211,CUST00640,Mouse,Accessories,5,2416.54,0.22,,,2024-10-21
ORD100212,CUST01802,Monitor,,13,-103.91,0.01,Mumbai,,2025-03-27
ORD100213,CUST01969,Mouse,,3,899.08,0.43,Hyderabad,COD,2024-08-16
ORD100214,CUST02198,Mouse,Mobile,5,2939.24,0.27,Nashik,Card,2024-02-18
ORD100215,CUST01438,Laptop,Accessories,1,1823.47,0.45,Bengaluru,NetBanking,2024-07-10
ORD100216,CUST01634,Tablet,,6,5588.14,0.23,Nashik,NetBanking,2024-07-01
ORD100217,CUST00262,Phone,,5,1319.77,0.16,Hyderabad,COD,2024-04-16
ORD100218,CUST01787,Mouse,,-2,536.18,0.2,Delhi,,2024-07-14
ORD100219,CUST02191,Keyboard,Mobile,1,2559.47,0.12,Bengaluru,,2024-11-01
ORD100220,CUST02393,Tablet,,7,2876.42,0.44,Pune,,2025-02-10
ORD100221,CUST00623,Mouse,,5,3825.31,0.15,Nashik,,2024-07-02
ORD100222,CUST01016,Monitor,,0,-1257.48,0.15,Pune,COD,2024-09-21
ORD100223,CUST00880,Mouse,Electronics,9,4761.23,0.32,,UPI,2024-12-25
ORD100224,CUST02049,Monitor,,6,536.77,0.06,,UPI,2024-05-31
ORD100225,CUST01327,,Electronics,0,4133.83,0.11,Hyderabad,UPI,2024-04-29
ORD100226,CUST02301,Monitor,,1,5436.26,0.21,Mumbai,,2024-01-29
ORD100227,CUST00452,Keyboard,Electronics,3,3620.08,0.09,Nashik,COD,2024-01-07
ORD100228,CUST01183,Mouse,,6,779.86,0.13,Nashik,COD,2025-02-05
ORD100229,CUST02056,Mouse,Electronics,-1,2210.5,0.35,Mumbai,,2025-03-25
ORD100230,CUST01682,Headphones,,-1,3633.39,0.14,Mumbai,COD,2024-10-10
ORD100231,CUST02255,Tablet,,0,2549.84,0.32,Mumbai,Card,2024-02-12
ORD100232,CUST01154,Headphones,,0,926.2,0.25,Hyderabad,UPI,2024-06-17
ORD100233,CUST00403,Laptop,,3,2649.76,0.38,Mumbai,COD,2024-11-14
ORD100234,CUST02199,Monitor,,-2,1724.94,0.38,,,2024-01-29
ORD100235,CUST02101,Keyboard,,12,3402.93,0.1,Delhi,COD,2024-06-21
ORD100236,CUST01696,Headphones,,8,907.41,0.47,Nashik,,2024-09-29
ORD100237,CUST00627,Mouse,,7,-401.22,0.4,Hyderabad,,2024-04-04
ORD100238,CUST00586,Laptop,Computers,1,975.13,0.27,Hyderabad,,2025-02-04
ORD100239,CUST01648,Keyboard,Electronics,11,-58.27,0.28,,COD,2024-06-07
ORD100240,CUST01443,Phone,,-1,1557.53,0.41,Delhi,NetBanking,2024-12-08
ORD100241,CUST01445,Mouse,Accessories,10,3506.65,0.24,,Card,2025-01-28
ORD100242,CUST00103,Mouse,,13,1909.09,0.24,Delhi,NetBanking,2025-03-29
ORD100243,CUST00253,,,9,2463.58,0.32,,COD,2024-12-23
ORD100244,CUST01496,Phone,Mobile,2,992.5,0.04,Pune,,2025-01-10
ORD100245,CUST00098,Monitor,Accessories,0,2529.76,0.29,Nashik,,2025-05-09
ORD100246,CUST02200,Monitor,Accessories,-1,1065.97,0.11,Nashik,,2025-02-14
ORD100247,CUST01884,Headphones,Computers,14,716.83,0.06,Hyderabad,,2024-11-26
ORD100248,CUST01919,Headphones,Electronics,8,2161.26,0.41,Nashik,COD,2025-02-07
ORD100249,CUST00877,Mouse,Computers,-2,1485.38,0.19,Nashik,,2024-10-28
ORD100250,CUST00337,Tablet,Electronics,5,-1721.28,0.25,Mumbai,,2024-03-09
ORD100251,CUST00956,Mouse,,8,2380.99,0.15,,UPI,2024-06-08
ORD100252,CUST01704,Headphones,Computers,5,1038.57,0.02,Bengaluru,UPI,2024-03-09
ORD100253,CUST00160,Phone,Mobile,14,935.77,0.22,Pune,COD,2025-03-21
ORD100254,CUST01603,Headphones,Electronics,3,4593.86,0.38,Pune,UPI,2024-08-01
ORD100255,CUST00397,Mouse,Computers,4,3780.72,0.38,Mumbai,COD,2025-03-24
ORD100256,CUST01300,Keyboard,Mobile,10,3062.35,0.46,,,2025-01-16
ORD100257,CUST00815,Mouse,Accessories,4,2590.38,0.42,Delhi,UPI,2025-02-07
ORD100258,CUST01527,Keyboard,,8,3408.81,0.49,Bengaluru,,2024-02-20
ORD100259,CUST01919,Keyboard,,7,1911.32,0.29,Pune,Card,2024-11-30
ORD100260,CUST01415,Mouse,,5,2618.7,0.03,Delhi,NetBanking,2024-09-10
ORD100261,CUST01158,Tablet,Accessories,7,1894.46,0.43,,UPI,2024-11-26
ORD100262,CUST01218,Tablet,Computers,8,2668.38,0.48,Nashik,Card,2024-02-01
ORD100263,CUST00400,Laptop,,14,2928.22,0.23,Hyderabad,NetBanking,2025-03-18
ORD100264,CUST00639,Headphones,Accessories,8,2834.74,0.06,Bengaluru,,2025-03-14
ORD100265,CUST00459,Tablet,Mobile,13,1948.81,0.01,Bengaluru,NetBanking,2024-08-07
ORD100266,CUST00954,Monitor,,2,3536.12,0.31,Hyderabad,NetBanking,2024-10-10
ORD100267,CUST00469,Mouse,Electronics,7,2196.4,0.33,Nashik,Card,2024-05-24
ORD100268,CUST01045,Keyboard,Computers,2,2157.77,0.01,Pune,COD,2024-06-10
ORD100269,CUST01693,Mouse,,6,-232.0,0.47,,,2025-03-19
ORD100270,CUST02085,Headphones,Electronics,0,1222.98,0.27,Bengaluru,Card,2024-11-10
ORD100271,CUST02277,Phone,Accessories,0,3798.86,0.31,Mumbai,NetBanking,2024-07-06
ORD100272,CUST00562,Tablet,,7,3675.48,0.28,Mumbai,NetBanking,2024-08-03
ORD100273,CUST02485,Tablet,,4,2466.99,0.16,Mumbai,Card,2024-07-12
ORD100274,CUST01799,Tablet,,-1,1662.64,0.45,Hyderabad,UPI,2025-03-19
ORD100275,CUST02074,Keyboard,Electronics,5,2727.21,0.0,Bengaluru,NetBanking,2024-03-31
ORD100276,CUST00225,Monitor,Electronics,9,-1091.7,0.37,Pune,,2025-01-18
ORD100277,CUST00797,,,6,2709.56,0.18,Hyderabad,NetBanking,2024-09-21
ORD100278,CUST02331,Monitor,Electronics,8,629.51,0.1,Delhi,,2024-02-21
ORD100279,CUST00959,Tablet,Electronics,14,2363.74,0.22,Pune,,2024-12-04
ORD100280,CUST01504,Monitor,,10,2818.64,0.1,Delhi,COD,2024-06-12
ORD100281,CUST00452,Phone,,-2,1975.56,0.43,,,2024-02-26
ORD100282,CUST00815,Tablet,,-2,3619.86,0.4,Bengaluru,Card,2025-01-09
ORD100283,CUST00658,Laptop,,5,1551.95,0.43,,NetBanking,2025-04-21
ORD100284,CUST00546,Keyboard,Accessories,10,1407.09,0.42,Nashik,UPI,2024-01-11
ORD100285,CUST01215,Phone,Accessories,3,3436.47,0.41,Delhi,UPI,2024-02-01
ORD100286,CUST00016,,,0,1959.76,0.29,Delhi,,2024-08-06
ORD100287,CUST01243,Keyboard,Electronics,13,4520.09,0.45,Pune,UPI,2024-06-28
ORD100288,CUST02205,,Computers,7,2520.3,0.03,Bengaluru,Card,2024-05-04
ORD100289,CUST01069,Tablet,Accessories,4,3326.92,0.14,Pune,UPI,2024-10-21
ORD100290,CUST02146,Phone,Accessories,0,3896.89,0.11,Bengaluru,,2025-04-16
ORD100291,CUST01768,Tablet,,11,2392.58,0.06,,,2024-12-12
ORD100292,CUST01060,,,13,209.36,0.0,Delhi,,2024-03-04
ORD100293,CUST02327,,Computers,1,3441.24,0.2,Nashik,UPI,2024-10-09
ORD100294,CUST00301,Phone,Computers,10,4289.24,0.36,Hyderabad,,2025-02-27
ORD100295,CUST00180,Tablet,,-2,2101.65,0.32,Bengaluru,NetBanking,2024-04-05
ORD100296,CUST00606,Laptop,,2,3989.02,0.33,Delhi,UPI,2024-04-18
ORD100297,CUST00699,Keyboard,Accessories,9,747.96,0.44,Hyderabad,,2024-12-29
ORD100298,CUST00992,Phone,Mobile,8,2724.43,0.48,Hyderabad,NetBanking,2024-12-07
ORD100299,CUST01139,Laptop,Mobile,6,2071.21,0.34,Nashik,,2024-05-02
ORD100300,CUST00190,Mouse,Electronics,4,134.67,0.04,Pune,,2024-09-07
ORD100301,CUST02300,Tablet,Accessories,11,3097.39,0.34,Pune,NetBanking,2025-03-08
ORD100302,CUST00980,Headphones,Mobile,0,1167.87,0.28,Bengaluru,UPI,2024-08-21
ORD100303,CUST02006,Phone,Accessories,13,,0.03,Bengaluru,,2024-08-11
